683211	Linneman	134546
388769	Veiga	40276
856243	Moxley	68230
645825	Dunfee	98929
534402	Southwick	173151
818922	Mccloy	161532
725725	Fullwood	153253
446449	Mcgahey	137495
460873	Blair	176556
610039	Morales	154011
196339	Barna	47728
391594	Witmer	78324
443363	Michalski	81295
542124	Zebrowski	178115
983635	Kistner	160458
945724	Babbitt	185021
921816	Partin	66556
906464	Mullins	146274
935973	Baumer	44144
841532	Tunney	89469
420372	Canaday	126688
630629	Renninger	45451
215082	Outland	147900
760496	Pecora	94336
505711	Dart	163689
181254	Berg	139643
587728	Rollo	89741
124546	Janzen	115568
300932	Blow	119720
244592	Marini	92371
495154	Luse	169094
332172	Rake	104894
999450	Jalbert	149594
629290	Duquette	49195
122527	Riddle	199287
216763	Priolo	192324
823324	Gallaher	193282
280281	Mcfarlin	160202
468382	Flakes	140056
616047	Garon	68647
870481	Syed	68410
181560	Owenby	142510
858512	Rueb	130045
274869	Hofman	167939
517496	Catania	82763
258963	Vanhook	162771
237631	Barnes	79302
859083	Outen	170050
155697	Howland	86780
949610	Cairns	159666
461046	Hoeft	101782
636103	Metivier	103117
593951	Rene	166057
549128	Mazurek	166407
919653	Olguin	187848
822130	Yeager	46054
905879	Ostlund	93844
781096	Mallon	193239
498273	Recio	76764
596037	Farthing	191062
943749	Isaac	103552
144266	Hollowell	149938
645092	Liang	129208
335483	Shugart	146115
519030	Blossom	101243
815341	Tafolla	128309
663334	Eide	159757
630800	Kirch	197475
582949	Pyron	198139
662865	Dunkley	84692
336256	Trosper	69398
632216	Jelinek	52182
184821	Baine	163117
594445	Buckman	42454
996595	Landaverde	198025
174855	Najar	180561
763720	Florence	195209
570638	Whitacre	174497
596011	Durante	116935
348179	Spence	158713
884588	Alejos	136106
285509	Blakeslee	125752
552309	Crabill	181335
732106	Osby	91022
974344	Kuss	162653
958296	Kratz	135682
374442	Foran	82834
410890	Gibbon	152657
280223	Slape	79351
236189	Kaiser	120781
509729	Coldiron	161952
987016	Radabaugh	172063
272547	Helmuth	90860
652663	Henkle	77074
968858	Renn	40610
928421	Joslyn	53468
269730	Kennamer	174494
530254	Behler	42618
173108	Neufeld	174641
804603	High	79384
396610	Arambula	132723
216672	Ellerbee	100002
246014	Kuiper	86280
744957	Tittle	133101
320558	Kirchner	165674
543136	Simkins	98844
971701	Cozad	156669
785995	David	81191
876481	Bibby	43630
616036	Lapinski	58293
197663	Millsap	98358
551903	Bridwell	196008
580709	Gleaton	79532
275270	Timothy	129534
681983	Darrah	187801
935097	Plummer	178186
367107	Lagrange	61475
997021	Tsan	118277
273891	Lusk	137860
665666	Seiter	139141
545409	Pietsch	145210
796535	Cordova	167268
983207	Chatterton	90302
214150	Swain	183572
648437	Groce	186646
908673	Quintana	198782
494230	Ebner	48302
583208	Buckland	191956
390439	Ceja	74346
246252	Thorton	197124
790738	Isham	148940
543727	Skillings	123052
847641	Condit	102033
747259	Morehead	51132
114322	Wetherell	175701
315379	Gerhard	196403
527693	Rorie	101083
499857	Cuddy	76678
256052	Beardsley	70977
136067	Carlberg	154829
550222	Olden	53029
422936	Boddy	139161
737032	Sohn	168570
831364	Rawlins	166936
271839	Remmers	102061
502228	Longino	96011
322291	Sloane	186182
161743	Haskins	169607
244462	Thurber	127524
693081	Jaeger	119193
534669	Connor	177925
947569	Hartt	50508
951437	Vandervort	156420
267687	Bigley	97700
502042	Duppstadt	86818
749661	Tutt	190589
876975	Dahmen	175908
940074	Whitener	40058
915653	Carbajal	137283
438733	Banh	126575
131157	Weber	145801
435558	Becton	196824
210669	Hockenberry	147652
542616	Perrault	133477
741598	Schuyler	51070
504626	Papadopoulos	103084
746737	Rettig	162660
482373	Sung	127086
945114	Furman	154344
936830	Budge	60958
988537	Spadaro	165950
697294	Hoey	46474
368278	Keough	168405
908004	Swallow	102098
353008	Wunsch	152570
547675	Pinnock	116497
985755	Tannehill	68691
549715	Oneil	110184
723233	Kam	81476
884265	Condon	190286
300853	Steil	145799
963143	Feller	143430
184553	Pettiford	188030
617709	Cipolla	91759
748307	Neidig	137982
899647	Tweed	157078
316232	Mcmullin	56497
621326	Largent	158113
652605	Witten	163646
774643	Roddy	85905
372014	Engelbrecht	132554
744995	Cicero	62326
519661	Kimes	93856
681504	Field	126719
571788	Fajardo	75778
606827	Javier	75659
661813	Mcconkey	84834
405439	Cassady	100855
282145	Purdom	192159
607049	Fontanez	130153
822821	Blackshear	190457
548499	Rolfe	136684
863600	Croll	186586
497453	Chaffin	41128
913982	Midgette	174756
321241	Issa	112106
740033	Feinberg	195360
839723	Orme	89690
194680	Shaffer	164423
889954	Goodlett	97052
468141	Lepage	98684
241553	Boos	45222
230726	Mcquade	61301
946096	Leddy	195986
917987	Dillard	153173
814977	Fluker	147892
963796	Casler	114895
497969	Beatty	110401
786889	Dyke	64340
523590	Schmitz	51145
558660	Tunstall	94860
440159	Fey	181324
557759	Anspach	179113
863107	Orenstein	44211
805951	Ricard	103514
567424	Waggener	71809
457431	Place	158319
541915	Wootton	74600
302731	Raber	148325
477476	Millican	49446
414994	Darbonne	89196
939408	Eastin	90602
299704	Thurmond	74420
695975	Colegrove	68854
242352	Freel	197887
230988	Lerch	103790
992888	Rudder	177085
468202	Mccartney	174184
925887	Wynne	121938
179731	Edelson	131517
704169	Cuomo	94255
217388	Kwiatkowski	141616
807017	Rafter	142807
705829	Shepler	179418
617412	Shanley	139030
669717	Starner	121863
873860	Hansen	58354
900482	Worrall	103908
847906	Orellana	112159
423766	Appling	42669
497347	Lichtenstein	175348
262009	Hutchins	154686
289584	Spano	74552
853287	Mauer	171312
500666	Elser	101961
154178	Storm	117230
240028	Town	199773
565541	Buck	117095
228706	Babineau	140274
153434	Bethea	95299
247686	Huey	186542
748514	Sheaffer	113859
173059	Helsel	158773
840560	Ryckman	53434
403540	Quinonez	151236
962592	Higley	102471
374793	Whitmer	104850
592345	Hershman	199460
299442	Rayner	120389
487776	Mabe	133332
827236	Laws	77306
595477	Brott	126976
875334	Chicoine	43190
782020	Kott	168874
323193	Croxton	118844
304870	Headrick	77870
266469	Mcbee	163985
161784	Longfellow	86059
857728	Sandberg	48575
235336	Hesse	164807
539524	Freed	154776
260369	Theiss	198884
697605	Amado	134519
531026	Ehrhardt	113734
428712	Nauman	47720
264028	Villagomez	60870
117401	Conaway	46098
645988	Wainwright	166381
738558	Neubauer	87633
259186	Godley	187577
246727	Emmerich	86642
135831	Coppin	102755
191122	Fults	144485
357443	Flanery	139091
361896	Vanscyoc	65888
560505	Whitcher	63649
384329	Hang	125903
931683	Swart	162532
733145	Sabatino	132479
498190	Dykes	133136
305866	Sermons	109670
407740	Eckard	154551
360746	Wicks	46462
559183	Hiller	121068
847063	Wein	196227
389402	Symons	103828
266669	Atkison	91794
622011	Starkes	185581
650117	Mcclaine	81166
338964	Callihan	93577
786258	Reiber	108836
847317	Mclendon	55588
177540	Lamb	107743
480003	Mackin	184043
859886	Wass	166855
247309	Rabin	53290
670488	Moye	119365
477938	Parkey	174999
213519	Englert	156525
810757	Bargas	76664
662653	Ogletree	112095
120584	Bob	48253
872604	Nakano	62425
294659	Ro	61969
716371	Galbraith	127155
220930	Pitre	130143
898173	Winger	115543
349244	Hedlund	166248
380961	Linsley	183422
186580	Schmitt	174039
789632	Churchwell	185772
642967	Matos	189822
706605	Roosevelt	89928
255873	Mccasland	82839
331973	Ehrlich	174409
320849	Yarger	158793
758245	Acuna	98364
400648	Evatt	191478
998557	Packard	126659
573917	Deltoro	147548
573913	Maguire	155575
340146	Pietrzak	149415
576115	Donner	64135
319758	Castellanos	141253
789731	Concannon	156063
665999	Sauve	83146
456411	Ballentine	177355
994192	Hullinger	98354
709355	Berrios	74486
633905	Weiland	198698
705688	Mendell	98240
898487	Mcmichael	53080
151200	Pool	138159
621956	Vides	104125
689669	Goldstein	132622
435476	Larue	97941
628991	Mclain	79551
366751	Beier	92016
809667	Salamanca	132737
456776	Frisina	86228
532323	Ash	188792
977286	Mares	61990
905363	Cook	169728
832232	Foulds	174514
307213	Leatham	166163
948840	Bank	83198
657583	Cookson	126143
130475	Gartman	125151
747769	Coronel	94603
399090	Crader	196822
213301	Barragan	128438
855033	Paulson	88774
621190	Overlock	172210
193107	Dolby	98573
143968	Carrigan	59473
680437	Conrad	146800
737208	Givan	164734
401691	Gaymon	141196
737181	Levasseur	71018
799450	Gaier	53925
239759	Faison	178084
759707	Bushee	136967
621685	Shuman	176245
270288	Culligan	140630
231978	Tapscott	190824
457746	Macomber	120192
947924	Brehm	42232
363836	Winbush	175672
512314	Lobel	106675
822685	Chronister	189710
901934	Womac	102470
244212	Suttle	188593
977305	Beebe	167014
220465	Birkland	71388
552561	Bottomley	149349
871541	Bostic	52214
579913	Mcknight	123374
736643	Fairbanks	160628
365355	Stoneman	46667
238062	Bridge	65141
954524	Mccullers	49944
856950	Joines	44861
938678	Kea	162131
382025	Roberge	134258
486392	Davies	76071
814514	Hankins	106051
295371	Carreon	79851
401575	Girardi	117230
158861	Hock	158757
159302	Bustamante	123191
285530	Cavallaro	72845
357530	Bishop	45005
733922	Huddle	55157
883122	Moose	154807
767066	Sensabaugh	55537
953937	Lazo	64311
154988	Englehart	135090
989065	Tartaglia	181455
230702	Foxx	176258
774184	Millhouse	100159
949673	Borges	153525
727621	Symons	108223
202751	Kennell	169743
850442	Larose	198339
965906	Scully	143087
166118	Oyler	127231
981226	Current	189634
566448	Tuller	107923
330260	You	66561
535948	Traxler	160128
260845	Behler	80980
893608	Fellman	183765
628509	Winchell	149387
468674	Goncalves	140597
869134	Hanneman	132738
738228	Baer	88999
752853	Thomason	132159
454368	Salazar	176850
946990	Rodrigez	110268
622063	Alfaro	97543
971356	Bolger	163131
411053	Goll	114131
351456	Hodge	87837
362876	Normand	196593
997399	Mateo	130709
143038	Gard	97217
169608	Bolin	41120
532769	Quint	189127
948006	Talamantez	155959
910359	Messina	52912
676891	Ozuna	119697
583186	Gayhart	156405
746625	Casperson	165101
998226	Lieberman	172557
406562	Engels	159554
747688	Werner	160468
637017	Gonsales	142012
397579	Sailor	154519
774692	Spurling	195583
611398	Delucia	146639
141589	Vanwingerden	100725
374532	Kiefer	86698
260717	Olivares	54082
569337	Brott	46020
797504	Fraga	97931
595371	Moton	89027
365779	Creekmore	105259
840308	Doan	77998
226128	Shabazz	125474
918223	Moncayo	155969
237716	Walraven	135724
703011	Favorite	132738
646915	Mahle	42856
740279	Gemmill	199017
407183	Paik	180994
621043	Doody	153687
724635	Calle	189737
345012	Maroney	129197
523756	Brissette	117992
145672	Dilworth	80073
972143	Gonsalez	118428
693848	Atkin	139566
869825	Bright	97550
485288	Cady	149408
486501	Dostie	86403
773388	Roseberry	67711
541146	Tone	56903
185949	Lebow	119980
129525	Silvestri	188789
498180	Kohut	78251
294069	Fincher	72195
811948	Haskin	133363
597231	Creger	170866
280173	Hunsucker	105338
281641	Gilpin	110974
404137	Brannen	176910
711507	Speer	80576
820375	Garmon	135153
678613	Greenhaw	144694
493820	Innocent	66255
378439	Slezak	161015
456080	Liberatore	48408
750881	Savard	141218
894419	Krause	107817
213316	Loyd	142933
730311	Atchley	142848
813821	Wein	97313
937586	Arvizu	41290
498962	August	177240
627932	Gustafson	95747
857288	Loranger	111153
931536	Yale	102154
366290	Bitter	47499
811756	Hope	46414
281726	Bays	174817
286043	Baskin	44168
752637	Bloomberg	182433
969773	Lussier	118685
523170	Blue	166793
304115	Obrian	121875
471208	Agnew	148416
940144	Tellez	143430
789357	Meyers	44472
973652	Gresham	193095
502744	Sherron	61983
280649	Karam	61049
240281	Burgett	76654
648008	Verret	141432
509408	Tibbits	122323
727020	Dell	43974
390969	Mesta	156044
393208	Condon	178771
904232	Feingold	183783
873495	Distefano	179168
625374	Rhea	111752
557398	Madore	67778
698337	Holtman	168362
853374	Hagerman	190624
154704	Swoope	61797
229173	Theberge	144401
903715	Duck	198221
130687	Rieves	161869
197981	Bash	165603
473692	Aguinaldo	140367
158222	Bloomquist	128173
847416	Galentine	178458
162593	Runion	96498
679898	Gaona	125687
350586	Mustafa	78188
726272	Vida	170480
269299	Medlock	154221
463296	Benz	51152
912067	Gibby	45895
417916	Marcos	115054
843890	Darrah	177413
902067	Stever	130834
441459	Griego	199078
403739	Garduno	118830
942194	Isaacson	96123
662061	Mauk	144586
330095	Kaelin	88172
787528	Fabrizio	60490
752848	Trudel	44306
344029	Epperly	60543
609061	Mcneilly	138777
420466	Cinnamon	73247
666751	Heins	192325
830837	Gremillion	57622
463089	Galle	144142
692798	Hatcher	107345
568721	Sheets	139445
968026	Slaven	108019
744449	Mccullers	197678
658833	Naber	172560
240280	Frias	106341
799920	Witkowski	79713
486831	Loggins	65447
384161	Lathem	140697
873539	Weist	87593
583519	Dray	198965
752572	Jiron	198672
959550	Cowans	68095
585090	Frisby	164189
913493	Morphis	112813
702100	Kenworthy	66226
292605	Condon	78123
818779	Cade	56018
402746	Coomes	71581
996711	Sheeran	47147
677219	Schiller	123682
526268	Penniman	154382
696297	Leeman	71373
312458	Sesco	163123
585232	Bonds	109702
347583	Span	194485
151838	Denault	156574
965148	Soler	130997
902551	Barnhardt	55647
791678	Baptista	47936
186959	Weesner	122349
535350	Keiper	95274
720809	Ecklund	138012
639205	Kays	75257
293033	Mcgaughey	57145
604497	Crandell	120611
462369	Rehberg	132821
900852	Weekley	78369
382441	Buckwalter	125192
602114	Bork	44323
783102	Edmiston	178132
997897	Sparkman	53103
691349	Grosvenor	68998
764150	Chilson	168880
808496	Gutierres	136531
498320	Pitchford	181695
126928	Holl	191856
869088	Bowley	74409
147547	Albert	117638
186247	Townley	65287
170136	Meador	140337
974056	Eder	191195
239978	Crowe	80603
686948	Beem	76429
111826	Dake	126794
595384	Velarde	52174
592355	Flanders	116609
425174	Kaspar	191576
511079	Cusson	111862
778050	Beal	105445
569748	Creasman	131368
916822	Suits	143588
653540	Corry	146959
165119	Hartig	46757
520737	Musselwhite	47624
727267	Mozee	94233
676417	Wuest	116780
178304	Maughan	72021
457963	Bad	47653
318585	Buse	66686
360145	Humphrey	161804
642962	Thach	89800
738684	Hooten	55761
896777	Sweetman	58026
808945	Clements	180791
968654	Whitley	93816
300889	Cowen	60786
814545	Catlin	191741
131379	Moise	173282
663028	Trost	95444
454962	Mcdavid	158598
196292	Hiltz	110220
898681	Kloss	142100
956825	Dewoody	96218
897573	Zullo	154596
452012	Kells	167266
936426	Wegner	195847
428875	Wilcoxson	100327
392229	Sheley	166212
457843	Roemer	100581
338419	Blanchard	51408
631099	Laforce	167119
338725	Santini	145409
958850	Titcomb	144278
702804	Jewell	176452
380175	Difiore	183593
564806	Trimble	81182
305129	Mcinturff	101373
145955	Crystal	91921
938091	Shiflett	156909
673391	Vannorman	82055
187924	Ragin	56292
983031	Foxwell	74548
748263	Hollister	66879
723128	Kirchoff	178586
931291	Burcham	167364
741862	Wax	179341
171638	Baley	78478
353394	Tartaglia	165862
561542	Nez	179325
287956	Evangelista	102091
222810	Bright	154330
798185	Keenan	126003
321138	Pinero	95817
616158	Hefley	41870
639464	Dragon	187218
900002	Speers	190658
627015	Godby	91891
753431	Willaims	163533
840708	Cowen	172583
457077	Ayers	183510
806702	Alvord	146501
328303	Cassella	100213
218741	Holloman	101019
237259	Hiles	102770
834428	Pendelton	195007
584750	Sasse	95826
430517	Canon	50779
436349	Mohan	163685
622791	Osterhout	161678
284982	Overall	107571
800527	Monarrez	160272
247544	Stapler	81027
425535	Blomquist	192188
723321	Sutter	68425
168017	Reavis	160561
319769	Kurtz	151607
573660	Head	126115
295656	Macek	189649
734214	Fellman	67866
993791	Brouillard	136758
544868	Lyons	129448
846660	Mcfadden	183283
576212	Woodfin	116067
760548	Blakey	104853
921895	Yoho	87079
905900	Counts	124649
605307	Jose	89194
275044	Bury	193791
239735	Galante	155306
701729	Hatton	74851
191994	Carroll	133939
370232	Townsend	93502
943971	Aikin	74334
286285	Fulbright	63274
124307	Belford	172146
293128	Grasser	168452
460223	Omar	120775
549379	Saleem	110085
455034	Rippeon	153318
607588	Saleem	60132
263588	Altizer	180146
899051	Bird	128729
348943	Barb	187112
985976	Perreira	49570
948086	Parise	139372
719905	Mattoon	188436
818891	Ebel	75843
889717	Burr	59822
184997	Cogan	159281
164772	Volz	176715
573049	Bodine	166982
472077	Holford	138475
681188	Goodyear	187111
279713	Mcphee	141857
973234	Pullum	165656
814275	Sack	180149
581897	Fava	149004
684575	Chace	195436
548796	Siems	67147
828255	Tullis	168994
984616	Collado	182510
142432	Roder	134803
399400	Frantz	169397
603917	Weatherall	141191
341875	Ortegon	109081
906811	Obryant	65594
931133	Lonon	165500
534110	Bodin	187454
641791	Crist	66582
846690	Glatt	104225
592616	Amon	196208
661857	Morman	175526
477517	Burbage	61778
904831	Gunter	120394
166673	Thomasson	182428
249799	Omar	152684
783354	Burpo	42844
333893	Soderberg	159579
173107	Ferland	157727
238528	Servais	148233
126411	Gallant	171861
154763	Orr	105538
271476	Narcisse	160824
593810	Peart	176012
887170	Yokum	177313
614893	Omalley	182815
663876	Tomczak	168097
542697	Toole	116890
551144	Ryckman	186594
646626	Demuth	59229
164378	Schanz	66077
809634	Dew	121267
111659	Alleman	158502
214428	Won	68387
712926	Rishel	143957
741465	Ebeling	91574
250412	Prouty	155743
217658	Couey	72171
555884	Filkins	186080
987983	Spillers	164776
406909	Hersh	177429
837794	Byrns	123249
982151	Ruybal	44448
182489	Hughs	114865
736803	Rasberry	191575
996765	Artis	47567
837051	Hiner	91221
733457	Cremeans	75367
736894	Hudnall	47606
704175	Towner	186854
147331	Schuelke	111212
616201	Bastien	181840
759015	Amey	68854
960077	Chaffins	101119
412828	Wehr	154392
497878	Mckellar	94369
190591	Eyman	85053
324421	Blood	191155
675915	Brasel	148389
418038	Pulaski	160076
301857	Blasingame	104847
597610	Knorr	161032
924275	Correll	190984
246960	Balser	55610
204197	Hiatt	68284
278828	Samford	80604
382572	Gonzalas	82618
366209	Wainwright	189654
141805	Purifoy	119319
691048	Pagano	48006
470782	Lemen	178887
793635	Hollis	105418
561133	Deatherage	118314
772691	Towles	52155
873639	Coronel	43041
530594	Auyeung	123149
513667	Wait	154536
980409	Grable	195249
276743	Dahlen	178491
686950	Nyberg	142621
725374	Agar	138658
302972	Flores	155263
880453	Foshee	121299
717182	Barna	85641
666142	Mattia	75262
608489	Kohl	128459
691551	Guinn	92687
212059	Browder	58546
285896	Frei	55333
547188	Rizzi	51877
259351	Overlock	131532
912519	Stanek	74707
195149	Bingham	128765
343081	Rosenfeld	145842
745152	Northington	66866
945787	Bubb	137024
290007	Gantz	56854
585633	Chancey	56454
436115	Biggerstaff	170381
839260	Wofford	40427
377165	Ko	64808
354760	Garlick	118100
370272	Easterwood	88919
867734	Sarno	174381
132240	Thoma	194238
901382	Moyes	95945
405969	Quackenbush	56985
400618	Siegrist	125378
169220	Romriell	175660
661319	Catanzaro	48437
846861	Moris	69236
138055	Rigney	199445
665459	Nivens	140999
269174	Pelton	109804
733584	Mccandless	52987
124804	Vidaurri	104638
208902	Dittmar	96084
683333	Chenault	152556
802087	Larson	80708
653019	Giffin	73544
200862	Bane	73152
644303	Bowne	129983
441964	Mccloud	142527
720586	Mcmullin	105785
592130	Pinnix	163347
577485	Etienne	138659
210343	Jent	118726
267227	Degree	50508
285757	Coss	109215
495954	Lechuga	40936
123555	Wentzel	112245
855063	Sells	48896
428714	Remick	57212
792126	Bixler	87451
837688	Almond	181180
349167	Stodola	56663
814676	Bayliss	70201
584978	Pleasants	139617
606919	Estevez	111282
264783	Sturgis	46552
953463	Meng	159949
733939	Nicholas	52133
464070	Sparling	188460
892329	Ellis	90839
473817	Suzuki	199629
852780	Shackelford	95478
734501	Fu	91278
200177	Coronado	163830
637296	Seay	196320
990165	Seeley	138411
438882	Joslin	63456
959648	Cuneo	144363
741045	Trexler	123510
865767	Lombardo	150472
473751	Menzel	46373
314459	Sumner	178307
965023	Hartigan	113592
217488	Henriques	104485
792071	Prado	131562
905724	Ducharme	121063
997002	Fauntleroy	50363
259790	Musselman	79052
472671	Casper	93211
885840	Sotomayor	140062
657564	Pauls	161531
919813	Davalos	81059
678585	Grainger	80666
154602	Parikh	77267
747329	Hafford	51203
962367	Branco	68172
726488	Dragoo	70929
595310	Mejias	131673
560839	Delucia	172402
114936	Deshazo	171338
600594	Marlar	161159
310883	Wilkerson	141804
956004	Wheeler	139547
526013	Poteat	157285
133205	Lamp	101169
526636	Lundeen	188218
534657	Conboy	120970
445652	Estrella	51023
